review_id,review_date,card_id,jlpt_level,review_stage,response_seconds,is_correct
1609,2026-01-25,16622,N5,mature,3,1
1610,2026-01-25,50869,N4,mature,3,0
1611,2026-01-25,23631,N5,learning,23,1
1612,2026-01-25,34028,N4,mature,9,1
1613,2026-01-25,36811,N3,learning,11,0
1614,2026-01-25,92087,N4,new,16,1
1615,2026-01-25,61580,N3,mature,7,1
1616,2026-01-25,71479,N2,mature,21,0
1617,2026-01-25,48578,N3,mature,25,1
1618,2026-01-25,22916,N2,young,3,0
1619,2026-01-25,45070,N3,young,19,1
1620,2026-01-25,21389,N5,young,17,1
1621,2026-01-25,74269,N2,mature,23,1
1622,2026-01-25,45895,N4,learning,23,1
1623,2026-01-25,86910,N2,mature,14,1
1624,2026-01-25,94393,N3,young,22,1
1625,2026-01-25,73101,N3,young,4,1
1626,2026-01-25,51473,N3,mature,24,1
1627,2026-01-25,67131,N3,mature,7,1
1628,2026-01-25,77045,N2,learning,13,0
1629,2026-01-25,70700,N3,learning,5,1
1630,2026-01-25,35555,N3,young,24,1
1631,2026-01-25,59765,N3,learning,25,1
1632,2026-01-25,74154,N5,mature,22,1
1633,2026-01-25,85683,N4,young,15,1
1634,2026-01-25,33991,N3,young,16,1
1635,2026-01-25,10010,N2,mature,24,0
1636,2026-01-25,75629,N4,young,22,1
1637,2026-01-25,47596,N3,mature,15,1
1638,2026-01-25,88224,N4,young,4,1
1639,2026-01-25,94611,N2,young,25,0
1640,2026-01-25,73775,N4,mature,24,1
1641,2026-01-25,11010,N3,mature,8,1
1642,2026-01-25,62777,N4,young,18,1
1643,2026-01-25,58109,N3,learning,13,0
1644,2026-01-25,58239,N3,young,27,0
1645,2026-01-25,60662,N4,mature,12,1
1646,2026-01-25,64860,N3,learning,11,1
1647,2026-01-25,26903,N2,learning,6,1
1648,2026-01-25,43906,N2,young,4,1
1649,2026-01-25,41264,N3,young,24,1
1650,2026-01-25,46863,N3,new,28,0
1651,2026-01-25,94449,N3,mature,16,1
1652,2026-01-25,96441,N4,young,15,1
1653,2026-01-25,74397,N4,mature,16,1
1654,2026-01-25,99175,N4,young,18,1
1655,2026-01-25,28938,N2,new,10,1
1656,2026-01-25,98732,N2,mature,26,1
1657,2026-01-25,87009,N4,young,9,1
1658,2026-01-25,89042,N2,young,9,1
1659,2026-01-25,39339,N2,mature,26,1
1660,2026-01-25,35649,N2,learning,25,1
1661,2026-01-25,77157,N3,young,8,1
1662,2026-01-25,79379,N2,young,6,1
1663,2026-01-25,83044,N4,young,25,1
1664,2026-01-25,59662,N3,mature,13,1
1665,2026-01-25,74376,N4,young,27,1
1666,2026-01-25,90700,N3,mature,9,1
1667,2026-01-25,92811,N2,learning,13,1
1668,2026-01-25,59401,N3,young,18,1
1669,2026-01-25,97411,N2,young,8,0
1670,2026-01-25,90845,N2,learning,25,1
1671,2026-01-25,30219,N3,young,15,1
1672,2026-01-25,17415,N3,young,16,1
1673,2026-01-25,80555,N3,mature,15,0
1674,2026-01-25,88873,N3,learning,17,1
1675,2026-01-25,15951,N2,mature,13,1
1676,2026-01-25,75716,N3,mature,27,1
1677,2026-01-26,73688,N4,young,10,1
1678,2026-01-26,28387,N3,mature,14,1
1679,2026-01-26,46654,N3,learning,19,1
1680,2026-01-26,24244,N3,young,18,1
1681,2026-01-26,80322,N2,learning,28,1
1682,2026-01-26,86063,N3,learning,11,1
1683,2026-01-26,71938,N4,young,7,1
1684,2026-01-26,82185,N3,learning,13,1
1685,2026-01-26,78602,N4,young,12,1
1686,2026-01-26,98722,N3,young,24,1
1687,2026-01-26,56518,N4,young,18,1
1688,2026-01-26,91515,N2,new,27,0
1689,2026-01-26,84507,N3,young,7,1
1690,2026-01-26,51027,N2,young,24,1
1691,2026-01-26,90785,N4,mature,2,1
1692,2026-01-26,55185,N2,mature,25,1
1693,2026-01-26,47630,N3,learning,27,1
1694,2026-01-26,91084,N2,mature,20,1
1695,2026-01-26,85218,N3,young,21,1
1696,2026-01-26,28531,N3,learning,24,1
1697,2026-01-26,98468,N2,young,4,0
1698,2026-01-26,14474,N4,learning,2,1
1699,2026-01-26,57620,N5,young,25,1
1700,2026-01-26,90150,N2,mature,17,1
1701,2026-01-26,41881,N3,mature,19,1
1702,2026-01-26,56969,N2,learning,9,0
1703,2026-01-26,11280,N3,young,5,0
1704,2026-01-26,30308,N3,mature,26,0
1705,2026-01-26,10838,N5,young,3,1
1706,2026-01-26,90973,N3,mature,23,1
1707,2026-01-26,55402,N4,young,20,1
1708,2026-01-26,28828,N3,mature,10,1
1709,2026-01-26,33951,N3,young,8,1
1710,2026-01-26,80265,N5,mature,21,1
1711,2026-01-26,84948,N2,learning,20,1
1712,2026-01-26,83925,N5,young,21,1
1713,2026-01-26,20372,N2,learning,12,1
1714,2026-01-26,73127,N4,mature,2,1
1715,2026-01-26,88346,N3,mature,13,1
1716,2026-01-26,37350,N5,young,15,1
1717,2026-01-26,28373,N3,new,18,0
1718,2026-01-26,75862,N4,mature,22,1
1719,2026-01-26,13259,N3,learning,23,1
1720,2026-01-26,79516,N2,learning,6,1
1721,2026-01-26,78084,N4,young,20,1
1722,2026-01-26,27689,N3,young,18,1
1723,2026-01-26,94115,N2,new,7,1
1724,2026-01-26,75858,N5,learning,13,1
1725,2026-01-26,34875,N3,new,25,1
1726,2026-01-26,16996,N5,mature,10,1
1727,2026-01-26,79244,N3,mature,20,1
1728,2026-01-26,18907,N4,mature,19,0
1729,2026-01-26,41694,N4,new,19,0
1730,2026-01-26,50350,N2,young,16,1
1731,2026-01-26,94078,N2,mature,3,1
1732,2026-01-26,50115,N3,young,18,1
1733,2026-01-26,39496,N4,young,2,1
1734,2026-01-26,58696,N2,new,14,0
1735,2026-01-26,45679,N3,mature,22,1
1736,2026-01-26,22764,N4,new,6,0
1737,2026-01-26,38989,N2,mature,12,1
1738,2026-01-26,59302,N3,young,15,1
1739,2026-01-26,13813,N2,mature,13,1
1740,2026-01-26,94399,N2,mature,13,1
1741,2026-01-27,85299,N4,young,8,1
1742,2026-01-27,42591,N3,mature,20,1
1743,2026-01-27,39589,N3,young,16,1
1744,2026-01-27,34994,N3,young,12,0
1745,2026-01-27,84255,N5,mature,25,1
1746,2026-01-27,87658,N3,mature,5,1
1747,2026-01-27,45650,N3,mature,17,1
1748,2026-01-27,34548,N2,mature,10,1
1749,2026-01-27,19734,N4,learning,28,1
1750,2026-01-27,64595,N5,young,26,1
1751,2026-01-27,92890,N4,young,19,1
1752,2026-01-27,42679,N4,mature,2,1
1753,2026-01-27,44494,N2,learning,13,0
1754,2026-01-27,11712,N4,young,8,1
1755,2026-01-27,33681,N4,learning,18,1
1756,2026-01-27,64636,N3,mature,12,1
1757,2026-01-27,64254,N2,young,26,1
1758,2026-01-27,82587,N3,mature,3,1
1759,2026-01-27,85467,N3,mature,23,1
1760,2026-01-27,81365,N2,mature,5,1
1761,2026-01-27,16964,N2,mature,4,0
1762,2026-01-27,53649,N4,mature,16,1
1763,2026-01-27,73030,N3,new,16,1
1764,2026-01-27,91162,N2,mature,25,0
1765,2026-01-27,78107,N2,mature,27,1
1766,2026-01-27,24961,N3,mature,11,1
1767,2026-01-27,96221,N3,mature,21,1
1768,2026-01-27,10488,N4,learning,28,1
1769,2026-01-27,61844,N3,mature,14,1
1770,2026-01-27,51117,N3,learning,23,1
1771,2026-01-27,62303,N2,young,9,1
1772,2026-01-27,57261,N2,young,21,1
1773,2026-01-27,32109,N3,young,23,1
1774,2026-01-27,27403,N4,mature,9,1
1775,2026-01-27,33724,N3,mature,7,1
1776,2026-01-27,50596,N2,young,21,1
1777,2026-01-27,50901,N3,young,14,0
1778,2026-01-27,38563,N3,learning,24,1
1779,2026-01-27,37084,N2,mature,8,1
1780,2026-01-27,20123,N3,young,23,0
1781,2026-01-27,24322,N4,learning,16,0
1782,2026-01-27,72235,N4,young,8,1
1783,2026-01-27,35091,N3,mature,16,1
1784,2026-01-27,24449,N4,mature,17,1
1785,2026-01-27,63387,N5,mature,19,1
1786,2026-01-27,54711,N4,young,23,0
1787,2026-01-27,45830,N2,mature,23,1
1788,2026-01-27,51168,N4,mature,24,1
1789,2026-01-27,68645,N3,new,11,1
1790,2026-01-27,89964,N5,young,17,1
1791,2026-01-27,73845,N3,learning,13,1
1792,2026-01-27,17283,N3,young,14,1
1793,2026-01-27,44411,N2,mature,6,1
1794,2026-01-27,51452,N5,new,10,1
1795,2026-01-27,96838,N5,mature,6,1
1796,2026-01-27,66621,N3,learning,9,1
1797,2026-01-27,65826,N4,new,26,1
1798,2026-01-27,95207,N3,mature,23,1
1799,2026-01-27,50099,N3,learning,12,1
1800,2026-01-27,55815,N4,mature,28,1
1801,2026-01-27,90350,N5,young,5,1
1802,2026-01-27,99768,N2,learning,11,0
1803,2026-01-27,34613,N3,young,17,1
1804,2026-01-27,91145,N2,learning,4,1
1805,2026-01-27,19017,N5,young,2,1
1806,2026-01-27,73166,N3,young,22,1
1807,2026-01-27,23325,N2,mature,11,1
1808,2026-01-27,95394,N5,young,13,1
1809,2026-01-27,37876,N2,young,14,1
1810,2026-01-27,87957,N2,young,14,1
1811,2026-01-27,16502,N5,mature,19,1
1812,2026-01-27,18989,N2,young,14,0
1813,2026-01-27,71394,N4,learning,24,1
1814,2026-01-27,87924,N4,mature,21,1
1815,2026-01-27,60484,N2,mature,10,1
1816,2026-01-27,10898,N5,new,14,1
1817,2026-01-27,26302,N4,mature,23,1
1818,2026-01-27,77272,N5,learning,17,1
1819,2026-01-27,93643,N5,learning,28,1
1820,2026-01-27,69897,N3,learning,7,1
1821,2026-01-27,65931,N2,learning,21,0
1822,2026-01-27,29155,N5,mature,22,1
1823,2026-01-27,44126,N5,young,16,1
1824,2026-01-27,31535,N4,mature,15,1
1825,2026-01-27,87293,N3,young,8,1
1826,2026-01-27,37422,N2,mature,20,1
1827,2026-01-27,58385,N4,young,5,1
1828,2026-01-27,86992,N3,mature,15,1
1829,2026-01-27,18117,N3,young,24,1
1830,2026-01-28,11451,N4,learning,24,1
1831,2026-01-28,25001,N4,mature,14,1
1832,2026-01-28,21667,N2,young,24,1
1833,2026-01-28,16472,N3,young,22,0
1834,2026-01-28,47818,N4,young,28,1
1835,2026-01-28,80781,N5,young,26,1
1836,2026-01-28,78242,N3,learning,10,1
1837,2026-01-28,90742,N2,young,8,1
1838,2026-01-28,49401,N3,mature,13,1
1839,2026-01-28,52734,N3,learning,4,1
1840,2026-01-28,33060,N4,young,21,1
1841,2026-01-28,58000,N3,young,12,1
1842,2026-01-28,77251,N3,mature,23,1
1843,2026-01-28,36456,N3,mature,19,1
1844,2026-01-28,69515,N3,young,3,1
1845,2026-01-28,26727,N3,new,22,1
1846,2026-01-28,77611,N4,mature,17,1
1847,2026-01-28,44304,N4,mature,7,1
1848,2026-01-28,54013,N4,young,11,1
1849,2026-01-28,69515,N2,mature,11,1
1850,2026-01-28,91059,N3,young,15,0
1851,2026-01-28,26671,N2,young,13,1
1852,2026-01-28,91691,N2,learning,8,0
1853,2026-01-28,54515,N3,mature,7,0
1854,2026-01-28,99165,N3,young,11,1
1855,2026-01-28,66695,N3,mature,19,1
1856,2026-01-28,29875,N3,mature,25,1
1857,2026-01-28,52059,N4,young,15,1
1858,2026-01-28,20070,N5,new,3,0
1859,2026-01-28,23447,N2,learning,24,1
1860,2026-01-28,23973,N3,mature,7,1
1861,2026-01-28,39420,N2,young,6,1
1862,2026-01-28,22939,N3,mature,10,0
1863,2026-01-28,40235,N2,young,22,1
1864,2026-01-28,24914,N3,mature,11,1
1865,2026-01-28,54050,N4,young,22,1
1866,2026-01-28,61480,N4,mature,17,1
1867,2026-01-28,14225,N3,young,26,1
1868,2026-01-28,56262,N5,learning,26,1
1869,2026-01-28,49126,N4,young,7,1
1870,2026-01-28,34926,N4,mature,12,1
1871,2026-01-28,15324,N4,young,8,1
1872,2026-01-28,34677,N3,mature,4,1
1873,2026-01-28,20861,N2,young,20,1
1874,2026-01-28,23132,N4,mature,13,1
1875,2026-01-28,83293,N4,young,25,1
1876,2026-01-28,59932,N3,learning,2,0
1877,2026-01-28,47248,N2,young,2,0
1878,2026-01-28,90210,N3,new,26,1
1879,2026-01-28,20262,N3,young,21,1
1880,2026-01-28,67229,N5,mature,17,1
1881,2026-01-28,89521,N2,young,20,1
1882,2026-01-28,84644,N3,learning,22,1
1883,2026-01-28,83657,N2,young,28,0
1884,2026-01-28,32718,N3,young,9,0
1885,2026-01-28,11150,N5,mature,3,1
1886,2026-01-28,74807,N5,young,12,1
1887,2026-01-28,69386,N3,learning,8,1
1888,2026-01-28,14490,N4,mature,6,1
1889,2026-01-28,63529,N2,young,15,1
1890,2026-01-28,58362,N2,mature,28,1
1891,2026-01-28,21651,N3,learning,14,1
1892,2026-01-28,63097,N5,mature,13,1
1893,2026-01-28,90707,N2,young,10,0
1894,2026-01-28,62766,N4,young,25,1
1895,2026-01-28,20246,N2,mature,2,1
1896,2026-01-28,15922,N3,new,8,0
1897,2026-01-28,70417,N2,mature,12,1
1898,2026-01-28,81538,N5,mature,20,1
1899,2026-01-28,89679,N3,young,8,0
1900,2026-01-28,43534,N2,learning,7,1
1901,2026-01-28,53702,N4,learning,7,1
1902,2026-01-28,81855,N4,mature,15,1
1903,2026-01-28,10641,N4,mature,26,1
1904,2026-01-28,99407,N3,young,10,1
1905,2026-01-28,91110,N3,mature,20,1
1906,2026-01-28,23608,N4,mature,11,1
1907,2026-01-28,11869,N2,young,23,1
1908,2026-01-28,92476,N4,learning,10,1
1909,2026-01-28,38727,N2,mature,27,1
1910,2026-01-28,63992,N5,learning,11,1
1911,2026-01-28,38732,N4,learning,24,1
1912,2026-01-28,37771,N2,learning,21,0
1913,2026-01-28,26579,N3,mature,10,1
1914,2026-01-28,92457,N2,young,10,1
1915,2026-01-28,62450,N3,mature,18,1
1916,2026-01-28,66689,N2,learning,18,0
1917,2026-01-28,94871,N5,learning,19,1
1918,2026-01-28,60354,N4,mature,14,1
1919,2026-01-28,80372,N4,learning,3,1
1920,2026-01-28,89689,N3,learning,26,0
1921,2026-01-28,67058,N3,new,23,1
1922,2026-01-28,99953,N2,learning,12,1
1923,2026-01-29,40898,N3,young,5,1
1924,2026-01-29,36712,N4,mature,9,1
1925,2026-01-29,16741,N3,young,11,0
1926,2026-01-29,55296,N4,mature,19,1
1927,2026-01-29,21326,N2,learning,17,1
1928,2026-01-29,41473,N3,young,9,1
1929,2026-01-29,54127,N4,mature,14,1
1930,2026-01-29,42954,N2,learning,4,1
1931,2026-01-29,23159,N2,new,13,1
1932,2026-01-29,48099,N3,learning,19,1
1933,2026-01-29,64034,N3,learning,22,1
1934,2026-01-29,37822,N5,young,2,1
1935,2026-01-29,37046,N2,new,22,0
1936,2026-01-29,25400,N2,mature,9,1
1937,2026-01-29,35688,N2,young,28,1
1938,2026-01-29,62551,N3,learning,11,1
1939,2026-01-29,20940,N2,learning,25,0
1940,2026-01-29,93743,N4,learning,6,1
1941,2026-01-29,50474,N2,mature,18,1
1942,2026-01-29,88064,N3,mature,16,1
1943,2026-01-29,88130,N3,mature,15,1
1944,2026-01-29,41444,N3,young,22,1
1945,2026-01-29,75037,N4,mature,2,0
1946,2026-01-29,66782,N3,new,11,1
1947,2026-01-29,93972,N4,mature,4,1
1948,2026-01-29,70321,N5,young,18,1
1949,2026-01-29,53780,N2,young,2,1
1950,2026-01-29,12743,N4,young,8,1
1951,2026-01-29,12164,N3,learning,23,1
1952,2026-01-29,62018,N3,young,8,1
1953,2026-01-29,70877,N3,learning,6,1
1954,2026-01-29,44275,N4,mature,23,1
1955,2026-01-29,64811,N4,young,18,1
1956,2026-01-29,66819,N2,young,17,1
1957,2026-01-29,34368,N3,young,14,1
1958,2026-01-29,21664,N3,learning,24,1
1959,2026-01-29,83523,N4,young,25,1
1960,2026-01-29,22403,N3,mature,28,1
1961,2026-01-29,97331,N4,mature,17,1
1962,2026-01-29,89025,N3,new,11,1
1963,2026-01-29,50395,N2,young,25,1
1964,2026-01-29,64500,N3,learning,25,1
1965,2026-01-29,52766,N4,learning,24,1
1966,2026-01-29,34107,N5,young,28,1
1967,2026-01-30,62949,N3,young,4,1
1968,2026-01-30,59854,N5,new,14,1
1969,2026-01-30,91349,N2,young,8,1
1970,2026-01-30,79183,N4,mature,21,1
1971,2026-01-30,15673,N3,young,15,1
1972,2026-01-30,39173,N4,mature,11,1
1973,2026-01-30,19331,N2,mature,4,1
1974,2026-01-30,95193,N4,learning,6,0
1975,2026-01-30,57531,N2,young,22,1
1976,2026-01-30,22761,N4,mature,24,1
1977,2026-01-30,14612,N3,learning,16,1
1978,2026-01-30,41787,N4,mature,13,1
1979,2026-01-30,80902,N4,learning,21,1
1980,2026-01-30,41600,N5,mature,22,1
1981,2026-01-30,71550,N3,young,27,1
1982,2026-01-30,30622,N2,young,16,1
1983,2026-01-30,79920,N3,mature,28,1
1984,2026-01-30,48410,N3,young,7,1
1985,2026-01-30,63490,N2,mature,12,1
1986,2026-01-30,76712,N4,learning,14,1
1987,2026-01-30,62813,N4,new,6,0
1988,2026-01-30,98596,N3,new,23,0
1989,2026-01-30,84190,N3,learning,21,1
1990,2026-01-30,28510,N3,mature,3,1
1991,2026-01-30,37326,N3,new,2,0
1992,2026-01-30,94787,N3,learning,8,1
1993,2026-01-30,85917,N2,mature,24,1
1994,2026-01-30,92965,N2,new,16,0
1995,2026-01-30,92005,N4,learning,12,0
1996,2026-01-30,46643,N2,mature,20,0
1997,2026-01-30,41332,N5,learning,7,1
1998,2026-01-30,84760,N2,young,19,0
1999,2026-01-30,78168,N2,learning,10,0
2000,2026-01-30,24611,N3,mature,27,1
2001,2026-01-30,37931,N5,young,23,0
2002,2026-01-30,17630,N2,learning,18,0
2003,2026-01-30,25028,N2,mature,22,1
2004,2026-01-30,23600,N4,learning,8,1
2005,2026-01-30,73278,N2,mature,24,1
2006,2026-01-30,63860,N5,learning,7,1
2007,2026-01-30,45094,N2,young,5,1
2008,2026-01-30,80000,N4,mature,8,1
2009,2026-01-30,51264,N5,young,17,1
2010,2026-01-30,47076,N2,learning,27,0
2011,2026-01-30,75592,N3,young,10,1
2012,2026-01-30,99735,N4,learning,21,1
2013,2026-01-30,33298,N2,mature,28,1
2014,2026-01-30,98356,N4,young,12,1
2015,2026-01-30,78898,N2,young,4,0
2016,2026-01-30,47386,N2,new,14,1
2017,2026-01-30,42765,N4,mature,12,1
2018,2026-01-30,31365,N3,young,18,1
2019,2026-01-30,16304,N5,learning,19,1
2020,2026-01-30,66203,N4,learning,9,1
2021,2026-01-30,61801,N3,mature,3,1
2022,2026-01-30,33602,N5,young,16,1
2023,2026-01-30,71411,N3,young,18,1
2024,2026-01-30,81471,N2,mature,4,0
2025,2026-01-30,40087,N4,mature,11,1
2026,2026-01-30,55624,N2,mature,4,1
2027,2026-01-30,43490,N2,mature,17,1
2028,2026-01-30,14015,N5,young,7,0
2029,2026-01-30,24907,N4,learning,24,1
2030,2026-01-30,50769,N4,young,22,1
2031,2026-01-30,40679,N5,mature,2,1
2032,2026-01-30,70875,N4,young,19,1
2033,2026-01-30,83743,N4,mature,15,1
2034,2026-01-30,12057,N3,mature,26,1
2035,2026-01-30,78937,N5,young,25,1
2036,2026-01-30,10947,N4,learning,3,1
2037,2026-01-30,21357,N3,learning,8,1
2038,2026-01-30,60978,N4,young,14,1
2039,2026-01-30,23928,N5,mature,14,1
2040,2026-01-30,64232,N3,mature,11,1
2041,2026-01-30,94013,N3,mature,2,0
2042,2026-01-30,50569,N3,learning,26,1
2043,2026-01-30,23840,N2,new,19,1
2044,2026-01-30,46803,N3,learning,10,0
2045,2026-01-30,28636,N5,young,11,1
2046,2026-01-30,39155,N3,learning,26,1
2047,2026-01-30,62919,N2,mature,6,1
2048,2026-01-30,10997,N2,new,23,0
2049,2026-01-30,24354,N3,mature,17,1
2050,2026-01-30,91798,N4,learning,2,1
2051,2026-01-30,65506,N5,mature,28,1
2052,2026-01-30,27586,N3,mature,5,1
2053,2026-01-30,85492,N2,mature,8,0
2054,2026-01-30,95880,N3,learning,3,0
2055,2026-01-30,57996,N4,new,24,1
2056,2026-01-30,64594,N2,mature,12,1
2057,2026-01-30,46472,N4,mature,5,1
2058,2026-01-30,69972,N4,young,5,1
2059,2026-01-30,20897,N2,mature,28,1
2060,2026-01-30,23705,N5,young,18,1
2061,2026-01-30,79005,N5,young,26,1
2062,2026-01-30,74295,N2,young,22,1
2063,2026-01-30,63645,N4,mature,7,1
2064,2026-01-30,70349,N2,learning,15,1
2065,2026-01-30,41148,N5,mature,8,1
2066,2026-01-31,77596,N3,young,15,1
2067,2026-01-31,93323,N3,mature,18,1
2068,2026-01-31,43144,N4,new,8,1
2069,2026-01-31,97220,N4,young,28,1
2070,2026-01-31,26236,N3,learning,24,1
2071,2026-01-31,86407,N5,learning,19,1
2072,2026-01-31,46774,N4,young,2,1
2073,2026-01-31,65098,N3,mature,13,1
2074,2026-01-31,96025,N2,mature,20,1
2075,2026-01-31,15554,N5,mature,12,1
2076,2026-01-31,56130,N3,learning,16,1
2077,2026-01-31,88352,N5,mature,3,1
2078,2026-01-31,70417,N3,learning,25,1
2079,2026-01-31,61764,N5,young,21,1
2080,2026-01-31,24603,N2,mature,18,1
2081,2026-01-31,44959,N2,young,18,0
2082,2026-01-31,86906,N4,learning,15,1
2083,2026-01-31,68336,N3,young,23,0
2084,2026-01-31,69990,N2,young,12,1
2085,2026-01-31,84782,N3,mature,24,1
2086,2026-01-31,60427,N3,learning,21,1
2087,2026-01-31,92905,N2,mature,21,1
2088,2026-01-31,98029,N3,mature,22,1
2089,2026-01-31,31476,N3,learning,27,1
2090,2026-01-31,15003,N2,new,27,1
2091,2026-01-31,54298,N2,young,3,1
2092,2026-01-31,80028,N4,learning,4,1
2093,2026-01-31,80340,N2,mature,19,1
2094,2026-01-31,87558,N2,young,24,1
2095,2026-01-31,85232,N5,learning,5,0
2096,2026-01-31,67440,N4,young,10,1
2097,2026-01-31,12877,N5,mature,5,1
2098,2026-01-31,80511,N2,mature,11,1
2099,2026-01-31,81542,N2,mature,23,1
2100,2026-01-31,12182,N5,mature,11,1
2101,2026-01-31,35692,N4,young,27,1
2102,2026-01-31,38267,N3,mature,15,1
2103,2026-01-31,16215,N3,learning,18,1
2104,2026-01-31,48891,N5,young,11,1
2105,2026-01-31,42636,N3,mature,26,1
2106,2026-01-31,15504,N5,mature,21,1
2107,2026-01-31,64865,N2,young,5,1
2108,2026-01-31,17502,N2,mature,27,0
2109,2026-01-31,91315,N3,new,4,0
2110,2026-01-31,92992,N3,young,22,1
2111,2026-01-31,46559,N2,mature,14,1
2112,2026-01-31,85270,N5,new,13,1
2113,2026-01-31,56018,N2,learning,14,0
2114,2026-01-31,62145,N4,young,6,1
2115,2026-01-31,87998,N2,mature,3,1
2116,2026-01-31,87376,N5,young,24,1
2117,2026-01-31,43660,N5,mature,11,1
2118,2026-01-31,60100,N4,mature,23,1
2119,2026-01-31,68828,N2,young,7,1
2120,2026-01-31,34560,N3,mature,2,1
2121,2026-01-31,33445,N3,young,28,0
2122,2026-01-31,51998,N4,mature,8,1
2123,2026-01-31,72666,N4,learning,24,1
2124,2026-01-31,97168,N3,mature,16,1
2125,2026-01-31,46599,N3,learning,18,0
2126,2026-01-31,39809,N4,mature,22,1
2127,2026-01-31,65108,N2,mature,17,1
2128,2026-01-31,60851,N2,mature,19,1
2129,2026-01-31,48474,N2,learning,18,1
2130,2026-01-31,89209,N3,mature,18,0
2131,2026-01-31,67843,N3,mature,13,1
2132,2026-01-31,55156,N3,learning,18,1
2133,2026-01-31,61704,N3,young,28,1
2134,2026-01-31,33525,N5,mature,10,1
2135,2026-01-31,80537,N3,learning,23,1
2136,2026-01-31,57606,N3,mature,4,1
2137,2026-01-31,74295,N4,mature,8,1
2138,2026-01-31,79506,N5,young,14,1
2139,2026-01-31,47309,N2,new,19,0
2140,2026-01-31,68319,N3,young,15,1
2141,2026-01-31,20138,N3,mature,2,1
2142,2026-01-31,33469,N3,young,17,1
2143,2026-01-31,17178,N3,young,15,1
2144,2026-01-31,60071,N3,young,16,1
2145,2026-01-31,32900,N2,mature,2,1
2146,2026-01-31,52520,N3,mature,17,1
2147,2026-01-31,19132,N4,learning,14,1
2148,2026-01-31,79634,N2,young,25,1
2149,2026-01-31,40502,N4,learning,4,1
2150,2026-01-31,40597,N4,new,24,1
2151,2026-01-31,73476,N3,young,21,1
2152,2026-01-31,96629,N3,mature,18,1
2153,2026-01-31,43222,N2,mature,15,0
2154,2026-01-31,23432,N2,mature,17,1
2155,2026-01-31,41054,N2,young,21,1
2156,2026-01-31,53879,N5,mature,13,1
2157,2026-01-31,20203,N4,young,25,1
2158,2026-01-31,59028,N2,mature,12,1
2159,2026-01-31,57355,N3,mature,24,1
2160,2026-01-31,35645,N3,mature,12,1
2161,2026-01-31,33580,N3,learning,7,0
2162,2026-01-31,38090,N3,learning,22,1
2163,2026-01-31,46440,N5,learning,21,1
2164,2026-01-31,79936,N5,mature,10,1
2165,2026-01-31,53629,N3,mature,13,1
2166,2026-02-01,38389,N4,mature,6,1
2167,2026-02-01,34672,N4,young,6,0
2168,2026-02-01,93175,N3,new,9,1
2169,2026-02-01,44424,N3,mature,21,1
2170,2026-02-01,11301,N3,young,18,1
2171,2026-02-01,75175,N3,mature,8,1
2172,2026-02-01,51371,N2,young,18,1
2173,2026-02-01,24028,N4,learning,22,1
2174,2026-02-01,49171,N5,learning,14,1
2175,2026-02-01,81015,N3,young,21,1
2176,2026-02-01,13682,N3,young,20,1
2177,2026-02-01,64614,N3,mature,6,0
2178,2026-02-01,53463,N3,young,18,0
2179,2026-02-01,75496,N2,young,7,0
2180,2026-02-01,41787,N4,young,4,1
2181,2026-02-01,28322,N3,learning,23,0
2182,2026-02-01,50070,N3,learning,20,1
2183,2026-02-01,77590,N3,new,4,0
2184,2026-02-01,19697,N4,new,12,1
2185,2026-02-01,76559,N2,young,13,1
2186,2026-02-01,52559,N3,learning,11,0
2187,2026-02-01,31649,N3,mature,9,1
2188,2026-02-01,69247,N5,young,17,1
2189,2026-02-01,16060,N5,new,8,1
2190,2026-02-01,72365,N2,young,9,1
2191,2026-02-01,47609,N2,young,9,1
2192,2026-02-01,79722,N3,learning,11,1
2193,2026-02-01,18108,N2,learning,28,0
2194,2026-02-01,40402,N4,learning,19,0
2195,2026-02-01,41811,N2,mature,16,1
2196,2026-02-01,17225,N2,young,25,1
2197,2026-02-01,91391,N4,learning,15,0
2198,2026-02-01,90316,N4,young,15,1
2199,2026-02-01,27850,N4,learning,23,1
2200,2026-02-01,57931,N5,young,18,1
2201,2026-02-01,32072,N3,mature,24,1
2202,2026-02-01,24557,N3,learning,6,0
2203,2026-02-01,96898,N2,young,15,1
2204,2026-02-01,91235,N5,young,24,1
2205,2026-02-01,94872,N2,mature,7,0
2206,2026-02-01,55029,N4,mature,11,1
2207,2026-02-01,88969,N2,young,16,1
2208,2026-02-01,64423,N4,learning,27,1
2209,2026-02-01,15438,N3,learning,6,1
2210,2026-02-01,88824,N3,learning,25,0
2211,2026-02-01,46668,N2,young,15,1
2212,2026-02-01,23047,N3,learning,27,1
2213,2026-02-01,55376,N3,learning,19,1
2214,2026-02-01,59546,N3,young,8,1
2215,2026-02-01,14517,N3,young,28,1
2216,2026-02-01,60969,N3,young,11,1
2217,2026-02-01,82062,N3,learning,26,1
2218,2026-02-01,81742,N4,mature,2,1
2219,2026-02-01,93558,N3,young,11,1
2220,2026-02-01,91918,N3,young,28,1
2221,2026-02-01,99557,N3,new,22,1
2222,2026-02-01,45009,N2,mature,9,1
2223,2026-02-01,64270,N2,learning,6,1
2224,2026-02-01,19587,N4,new,4,0
2225,2026-02-01,71812,N2,mature,2,1
2226,2026-02-01,28350,N2,new,7,1
